filename	description	labels
186757_pop_seed72.wav	pop	Splash_and_splatter,Liquid
186767_classical_seed72.wav	classical	Shatter,Glass
186767_jazz_seed72.wav	jazz	Shatter,Glass
186767_pop_seed72.wav	pop	Shatter,Glass
187338_classical_seed72.wav	classical	Packing_tape_and_duct_tape,Tearing,Domestic_sounds_and_home_sounds
187338_jazz_seed72.wav	jazz	Packing_tape_and_duct_tape,Tearing,Domestic_sounds_and_home_sounds
187338_pop_seed72.wav	pop	Packing_tape_and_duct_tape,Tearing,Domestic_sounds_and_home_sounds
188038_classical_seed72.wav	classical	Crackle,Wind,Fire
188038_jazz_seed72.wav	jazz	Crackle,Wind,Fire
188038_pop_seed72.wav	pop	Crackle,Wind,Fire
188042_classical_seed72.wav	classical	Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
188042_jazz_seed72.wav	jazz	Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
188042_pop_seed72.wav	pop	Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
188627_classical_seed72.wav	classical	Camera,Mechanisms
188627_jazz_seed72.wav	jazz	Camera,Mechanisms
188627_pop_seed72.wav	pop	Camera,Mechanisms
188768_classical_seed72.wav	classical	Cricket,Frog,Insect,Wild_animals,Animal
188768_jazz_seed72.wav	jazz	Cricket,Frog,Insect,Wild_animals,Animal
188768_pop_seed72.wav	pop	Cricket,Frog,Insect,Wild_animals,Animal
190036_classical_seed72.wav	classical	Tearing
190036_jazz_seed72.wav	jazz	Tearing
190036_pop_seed72.wav	pop	Tearing
190923_classical_seed72.wav	classical	Domestic_sounds_and_home_sounds
190923_jazz_seed72.wav	jazz	Domestic_sounds_and_home_sounds
190923_pop_seed72.wav	pop	Domestic_sounds_and_home_sounds
191144_classical_seed72.wav	classical	Squeak,Cupboard_open_or_close,Domestic_sounds_and_home_sounds
191144_jazz_seed72.wav	jazz	Squeak,Cupboard_open_or_close,Domestic_sounds_and_home_sounds
191144_pop_seed72.wav	pop	Squeak,Cupboard_open_or_close,Domestic_sounds_and_home_sounds
191851_classical_seed72.wav	classical	Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds
191851_jazz_seed72.wav	jazz	Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds
191851_pop_seed72.wav	pop	Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds
192532_classical_seed72.wav	classical	Sink_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds
192532_jazz_seed72.wav	jazz	Sink_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds
192532_pop_seed72.wav	pop	Sink_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds
1942_classical_seed72.wav	classical	Boiling,Hiss,Liquid
1942_jazz_seed72.wav	jazz	Boiling,Hiss,Liquid
1942_pop_seed72.wav	pop	Boiling,Hiss,Liquid
194365_classical_seed72.wav	classical	Knock,Door,Domestic_sounds_and_home_sounds
194365_jazz_seed72.wav	jazz	Knock,Door,Domestic_sounds_and_home_sounds
194365_pop_seed72.wav	pop	Knock,Door,Domestic_sounds_and_home_sounds
194940_classical_seed72.wav	classical	Gull_and_seagull,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
194940_jazz_seed72.wav	jazz	Gull_and_seagull,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
194940_pop_seed72.wav	pop	Gull_and_seagull,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
194944_classical_seed72.wav	classical	Walk_and_footsteps,Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song
194944_jazz_seed72.wav	jazz	Walk_and_footsteps,Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song
194944_pop_seed72.wav	pop	Walk_and_footsteps,Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song
194978_classical_seed72.wav	classical	Walk_and_footsteps
194978_jazz_seed72.wav	jazz	Walk_and_footsteps
194978_pop_seed72.wav	pop	Walk_and_footsteps
194993_classical_seed72.wav	classical	Walk_and_footsteps,Splash_and_splatter,Liquid
194993_jazz_seed72.wav	jazz	Walk_and_footsteps,Splash_and_splatter,Liquid
194993_pop_seed72.wav	pop	Walk_and_footsteps,Splash_and_splatter,Liquid
195576_classical_seed72.wav	classical	Slam,Door,Domestic_sounds_and_home_sounds
195576_jazz_seed72.wav	jazz	Slam,Door,Domestic_sounds_and_home_sounds
195576_pop_seed72.wav	pop	Slam,Door,Domestic_sounds_and_home_sounds
196563_classical_seed72.wav	classical	Cutlery_and_silverware,Whoosh_and_swoosh_and_swish,Wood,Thump_and_thud,Domestic_sounds_and_home_sounds
196563_jazz_seed72.wav	jazz	Cutlery_and_silverware,Whoosh_and_swoosh_and_swish,Wood,Thump_and_thud,Domestic_sounds_and_home_sounds
196563_pop_seed72.wav	pop	Cutlery_and_silverware,Whoosh_and_swoosh_and_swish,Wood,Thump_and_thud,Domestic_sounds_and_home_sounds
196669_classical_seed72.wav	classical	Rain,Water
196669_jazz_seed72.wav	jazz	Rain,Water
196669_pop_seed72.wav	pop	Rain,Water
19695_classical_seed72.wav	classical	Sigh,Human_voice
19695_jazz_seed72.wav	jazz	Sigh,Human_voice
19695_pop_seed72.wav	pop	Sigh,Human_voice
197130_classical_seed72.wav	classical	Microwave_oven,Domestic_sounds_and_home_sounds
197130_jazz_seed72.wav	jazz	Microwave_oven,Domestic_sounds_and_home_sounds
197130_pop_seed72.wav	pop	Microwave_oven,Domestic_sounds_and_home_sounds
197261_classical_seed72.wav	classical	Shatter,Chink_and_clink,Thump_and_thud,Glass
197261_jazz_seed72.wav	jazz	Shatter,Chink_and_clink,Thump_and_thud,Glass
197261_pop_seed72.wav	pop	Shatter,Chink_and_clink,Thump_and_thud,Glass
197326_classical_seed72.wav	classical	Waves_and_surf,Ocean,Water
197326_jazz_seed72.wav	jazz	Waves_and_surf,Ocean,Water
197326_pop_seed72.wav	pop	Waves_and_surf,Ocean,Water
197436_classical_seed72.wav	classical	Ratchet_and_pawl,Door,Domestic_sounds_and_home_sounds,Mechanisms
197436_jazz_seed72.wav	jazz	Ratchet_and_pawl,Door,Domestic_sounds_and_home_sounds,Mechanisms
197436_pop_seed72.wav	pop	Ratchet_and_pawl,Door,Domestic_sounds_and_home_sounds,Mechanisms
197957_classical_seed72.wav	classical	Scissors,Thump_and_thud,Domestic_sounds_and_home_sounds
197957_jazz_seed72.wav	jazz	Scissors,Thump_and_thud,Domestic_sounds_and_home_sounds
197957_pop_seed72.wav	pop	Scissors,Thump_and_thud,Domestic_sounds_and_home_sounds
198403_classical_seed72.wav	classical	Glass
198403_jazz_seed72.wav	jazz	Glass
198403_pop_seed72.wav	pop	Glass
198858_classical_seed72.wav	classical	Thunder,Wind,Thunderstorm
198858_jazz_seed72.wav	jazz	Thunder,Wind,Thunderstorm
198858_pop_seed72.wav	pop	Thunder,Wind,Thunderstorm
199878_classical_seed72.wav	classical	Walk_and_footsteps,Chirp_and_tweet,Cricket,Dog,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Insect
199878_jazz_seed72.wav	jazz	Walk_and_footsteps,Chirp_and_tweet,Cricket,Dog,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Insect
199878_pop_seed72.wav	pop	Walk_and_footsteps,Chirp_and_tweet,Cricket,Dog,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Insect
199925_classical_seed72.wav	classical	Crumpling_and_crinkling
199925_jazz_seed72.wav	jazz	Crumpling_and_crinkling
199925_pop_seed72.wav	pop	Crumpling_and_crinkling
20133_classical_seed72.wav	classical	Shatter,Rattle,Glass
20133_jazz_seed72.wav	jazz	Shatter,Rattle,Glass
20133_pop_seed72.wav	pop	Shatter,Rattle,Glass
202531_classical_seed72.wav	classical	Printer,Mechanisms
202531_jazz_seed72.wav	jazz	Printer,Mechanisms
202531_pop_seed72.wav	pop	Printer,Mechanisms
204186_classical_seed72.wav	classical	Telephone,Alarm
204186_jazz_seed72.wav	jazz	Telephone,Alarm
204186_pop_seed72.wav	pop	Telephone,Alarm
204948_classical_seed72.wav	classical	Wood,Tools
204948_jazz_seed72.wav	jazz	Wood,Tools
204948_pop_seed72.wav	pop	Wood,Tools
205016_classical_seed72.wav	classical	Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds
205016_jazz_seed72.wav	jazz	Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds
205016_pop_seed72.wav	pop	Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds
205040_classical_seed72.wav	classical	Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds
205040_jazz_seed72.wav	jazz	Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds
205040_pop_seed72.wav	pop	Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds
205087_classical_seed72.wav	classical	Trickle_and_dribble,Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
205087_jazz_seed72.wav	jazz	Trickle_and_dribble,Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
205087_pop_seed72.wav	pop	Trickle_and_dribble,Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
206143_classical_seed72.wav	classical	Drawer_open_or_close,Domestic_sounds_and_home_sounds
206143_jazz_seed72.wav	jazz	Drawer_open_or_close,Domestic_sounds_and_home_sounds
206143_pop_seed72.wav	pop	Drawer_open_or_close,Domestic_sounds_and_home_sounds
206153_classical_seed72.wav	classical	Tap,Chink_and_clink,Glass
206153_jazz_seed72.wav	jazz	Tap,Chink_and_clink,Glass
206153_pop_seed72.wav	pop	Tap,Chink_and_clink,Glass
209538_classical_seed72.wav	classical	Water_tap_and_faucet,Domestic_sounds_and_home_sounds
209538_jazz_seed72.wav	jazz	Water_tap_and_faucet,Domestic_sounds_and_home_sounds
209538_pop_seed72.wav	pop	Water_tap_and_faucet,Domestic_sounds_and_home_sounds
210571_classical_seed72.wav	classical	Tick-tock,Clock,Mechanisms
210571_jazz_seed72.wav	jazz	Tick-tock,Clock,Mechanisms
210571_pop_seed72.wav	pop	Tick-tock,Clock,Mechanisms
21109_classical_seed72.wav	classical	Tick,Crackle,Fire
21109_jazz_seed72.wav	jazz	Tick,Crackle,Fire
21109_pop_seed72.wav	pop	Tick,Crackle,Fire
213979_classical_seed72.wav	classical	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
213979_jazz_seed72.wav	jazz	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
213979_pop_seed72.wav	pop	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
213984_classical_seed72.wav	classical	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
213984_jazz_seed72.wav	jazz	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
213984_pop_seed72.wav	pop	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
213986_classical_seed72.wav	classical	Coin_(dropping),Domestic_sounds_and_home_sounds
213986_jazz_seed72.wav	jazz	Coin_(dropping),Domestic_sounds_and_home_sounds
213986_pop_seed72.wav	pop	Coin_(dropping),Domestic_sounds_and_home_sounds
214343_classical_seed72.wav	classical	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
214343_jazz_seed72.wav	jazz	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
214343_pop_seed72.wav	pop	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
214344_classical_seed72.wav	classical	Drip,Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Pour,Domestic_sounds_and_home_sounds
214344_jazz_seed72.wav	jazz	Drip,Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Pour,Domestic_sounds_and_home_sounds
214344_pop_seed72.wav	pop	Drip,Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Pour,Domestic_sounds_and_home_sounds
215160_classical_seed72.wav	classical	Whoosh_and_swoosh_and_swish,Thump_and_thud
215160_jazz_seed72.wav	jazz	Whoosh_and_swoosh_and_swish,Thump_and_thud
215160_pop_seed72.wav	pop	Whoosh_and_swoosh_and_swish,Thump_and_thud
215765_classical_seed72.wav	classical	Dog,Domestic_animals_and_pets,Animal
215765_jazz_seed72.wav	jazz	Dog,Domestic_animals_and_pets,Animal
215765_pop_seed72.wav	pop	Dog,Domestic_animals_and_pets,Animal
218414_classical_seed72.wav	classical	Sawing,Tools
218414_jazz_seed72.wav	jazz	Sawing,Tools
218414_pop_seed72.wav	pop	Sawing,Tools
218838_classical_seed72.wav	classical	Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds
218838_jazz_seed72.wav	jazz	Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds
218838_pop_seed72.wav	pop	Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds
219005_classical_seed72.wav	classical	Whoosh_and_swoosh_and_swish
219005_jazz_seed72.wav	jazz	Whoosh_and_swoosh_and_swish
219005_pop_seed72.wav	pop	Whoosh_and_swoosh_and_swish
220109_classical_seed72.wav	classical	Screech
220109_jazz_seed72.wav	jazz	Screech
220109_pop_seed72.wav	pop	Screech
223276_classical_seed72.wav	classical	Stream,Chirp_and_tweet,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
223276_jazz_seed72.wav	jazz	Stream,Chirp_and_tweet,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
223276_pop_seed72.wav	pop	Stream,Chirp_and_tweet,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
223631_classical_seed72.wav	classical	Whoosh_and_swoosh_and_swish
223631_jazz_seed72.wav	jazz	Whoosh_and_swoosh_and_swish
223631_pop_seed72.wav	pop	Whoosh_and_swoosh_and_swish
223807_classical_seed72.wav	classical	Splash_and_splatter,Liquid
223807_jazz_seed72.wav	jazz	Splash_and_splatter,Liquid
223807_pop_seed72.wav	pop	Splash_and_splatter,Liquid
223968_classical_seed72.wav	classical	Water,Splash_and_splatter,Liquid
223968_jazz_seed72.wav	jazz	Water,Splash_and_splatter,Liquid
223968_pop_seed72.wav	pop	Water,Splash_and_splatter,Liquid
231936_classical_seed72.wav	classical	Walk_and_footsteps,Tick,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
231936_jazz_seed72.wav	jazz	Walk_and_footsteps,Tick,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
231936_pop_seed72.wav	pop	Walk_and_footsteps,Tick,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
232017_classical_seed72.wav	classical	Squeak
232017_jazz_seed72.wav	jazz	Squeak
232017_pop_seed72.wav	pop	Squeak
232986_classical_seed72.wav	classical	Mechanisms
232986_jazz_seed72.wav	jazz	Mechanisms
232986_pop_seed72.wav	pop	Mechanisms
233065_classical_seed72.wav	classical	Rattle,Walk_and_footsteps
233065_jazz_seed72.wav	jazz	Rattle,Walk_and_footsteps
233065_pop_seed72.wav	pop	Rattle,Walk_and_footsteps
233204_classical_seed72.wav	classical	Coin_(dropping),Domestic_sounds_and_home_sounds
233204_jazz_seed72.wav	jazz	Coin_(dropping),Domestic_sounds_and_home_sounds
233204_pop_seed72.wav	pop	Coin_(dropping),Domestic_sounds_and_home_sounds
234235_classical_seed72.wav	classical	Crack
234235_jazz_seed72.wav	jazz	Crack
234235_pop_seed72.wav	pop	Crack
234363_classical_seed72.wav	classical	Writing,Domestic_sounds_and_home_sounds
234363_jazz_seed72.wav	jazz	Writing,Domestic_sounds_and_home_sounds
234363_pop_seed72.wav	pop	Writing,Domestic_sounds_and_home_sounds
234736_classical_seed72.wav	classical	Thunder,Thunderstorm
234736_jazz_seed72.wav	jazz	Thunder,Thunderstorm
234736_pop_seed72.wav	pop	Thunder,Thunderstorm
234860_classical_seed72.wav	classical	Walk_and_footsteps
234860_jazz_seed72.wav	jazz	Walk_and_footsteps
234860_pop_seed72.wav	pop	Walk_and_footsteps
235362_classical_seed72.wav	classical	Mechanical_fan,Mechanisms
235362_jazz_seed72.wav	jazz	Mechanical_fan,Mechanisms
235362_pop_seed72.wav	pop	Mechanical_fan,Mechanisms
235514_classical_seed72.wav	classical	Walk_and_footsteps
235514_jazz_seed72.wav	jazz	Walk_and_footsteps
235514_pop_seed72.wav	pop	Walk_and_footsteps
235559_classical_seed72.wav	classical	Engine,Domestic_sounds_and_home_sounds
235559_jazz_seed72.wav	jazz	Engine,Domestic_sounds_and_home_sounds
235559_pop_seed72.wav	pop	Engine,Domestic_sounds_and_home_sounds
235564_classical_seed72.wav	classical	Tap,Keys_jangling,Domestic_sounds_and_home_sounds
235564_jazz_seed72.wav	jazz	Tap,Keys_jangling,Domestic_sounds_and_home_sounds
235564_pop_seed72.wav	pop	Tap,Keys_jangling,Domestic_sounds_and_home_sounds
235594_classical_seed72.wav	classical	Keys_jangling,Domestic_sounds_and_home_sounds
235594_jazz_seed72.wav	jazz	Keys_jangling,Domestic_sounds_and_home_sounds
235594_pop_seed72.wav	pop	Keys_jangling,Domestic_sounds_and_home_sounds
235602_classical_seed72.wav	classical	Chink_and_clink,Glass
235602_jazz_seed72.wav	jazz	Chink_and_clink,Glass
235602_pop_seed72.wav	pop	Chink_and_clink,Glass
23700_classical_seed72.wav	classical	Wood
23700_jazz_seed72.wav	jazz	Wood
23700_pop_seed72.wav	pop	Wood
238937_classical_seed72.wav	classical	Thunder,Rain,Water,Thunderstorm
238937_jazz_seed72.wav	jazz	Thunder,Rain,Water,Thunderstorm
238937_pop_seed72.wav	pop	Thunder,Rain,Water,Thunderstorm
24003_classical_seed72.wav	classical	Thunder,Rain,Water,Thunderstorm
24003_jazz_seed72.wav	jazz	Thunder,Rain,Water,Thunderstorm
24003_pop_seed72.wav	pop	Thunder,Rain,Water,Thunderstorm
240079_classical_seed72.wav	classical	Raindrop,Drip,Rain,Water,Liquid
240079_jazz_seed72.wav	jazz	Raindrop,Drip,Rain,Water,Liquid
240079_pop_seed72.wav	pop	Raindrop,Drip,Rain,Water,Liquid
240228_classical_seed72.wav	classical	Raindrop,Thunder,Rain,Water,Thunderstorm
240228_jazz_seed72.wav	jazz	Raindrop,Thunder,Rain,Water,Thunderstorm
240228_pop_seed72.wav	pop	Raindrop,Thunder,Rain,Water,Thunderstorm
240280_classical_seed72.wav	classical	Computer_keyboard,Typing,Domestic_sounds_and_home_sounds
240280_jazz_seed72.wav	jazz	Computer_keyboard,Typing,Domestic_sounds_and_home_sounds
240280_pop_seed72.wav	pop	Computer_keyboard,Typing,Domestic_sounds_and_home_sounds
241272_classical_seed72.wav	classical	Walk_and_footsteps,Insect,Frog,Wild_animals,Animal
241272_jazz_seed72.wav	jazz	Walk_and_footsteps,Insect,Frog,Wild_animals,Animal
241272_pop_seed72.wav	pop	Walk_and_footsteps,Insect,Frog,Wild_animals,Animal
241880_classical_seed72.wav	classical	Fill_(with_liquid),Glass,Liquid
241880_jazz_seed72.wav	jazz	Fill_(with_liquid),Glass,Liquid
241880_pop_seed72.wav	pop	Fill_(with_liquid),Glass,Liquid
242045_classical_seed72.wav	classical	Cricket,Insect,Wild_animals,Animal
242045_jazz_seed72.wav	jazz	Cricket,Insect,Wild_animals,Animal
242045_pop_seed72.wav	pop	Cricket,Insect,Wild_animals,Animal
242708_classical_seed72.wav	classical	Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
242708_jazz_seed72.wav	jazz	Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
242708_pop_seed72.wav	pop	Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
243567_classical_seed72.wav	classical	Whoosh_and_swoosh_and_swish
243567_jazz_seed72.wav	jazz	Whoosh_and_swoosh_and_swish
243567_pop_seed72.wav	pop	Whoosh_and_swoosh_and_swish
244448_classical_seed72.wav	classical	Dog,Domestic_animals_and_pets,Animal
244448_jazz_seed72.wav	jazz	Dog,Domestic_animals_and_pets,Animal
244448_pop_seed72.wav	pop	Dog,Domestic_animals_and_pets,Animal
245462_classical_seed72.wav	classical	Mechanisms
245462_jazz_seed72.wav	jazz	Mechanisms
245462_pop_seed72.wav	pop	Mechanisms
246037_classical_seed72.wav	classical	Meow,Cat,Domestic_animals_and_pets,Animal
246037_jazz_seed72.wav	jazz	Meow,Cat,Domestic_animals_and_pets,Animal
246037_pop_seed72.wav	pop	Meow,Cat,Domestic_animals_and_pets,Animal
246060_classical_seed72.wav	classical	Writing,Tap,Domestic_sounds_and_home_sounds
246060_jazz_seed72.wav	jazz	Writing,Tap,Domestic_sounds_and_home_sounds
246060_pop_seed72.wav	pop	Writing,Tap,Domestic_sounds_and_home_sounds
249575_classical_seed72.wav	classical	Domestic_sounds_and_home_sounds
249575_jazz_seed72.wav	jazz	Domestic_sounds_and_home_sounds
249575_pop_seed72.wav	pop	Domestic_sounds_and_home_sounds
249835_classical_seed72.wav	classical	Alarm
249835_jazz_seed72.wav	jazz	Alarm
249835_pop_seed72.wav	pop	Alarm
250381_classical_seed72.wav	classical	Buzz,Insect,Wild_animals,Animal
250381_jazz_seed72.wav	jazz	Buzz,Insect,Wild_animals,Animal
250381_pop_seed72.wav	pop	Buzz,Insect,Wild_animals,Animal
251279_classical_seed72.wav	classical	Growling,Wild_animals,Animal
251279_jazz_seed72.wav	jazz	Growling,Wild_animals,Animal
251279_pop_seed72.wav	pop	Growling,Wild_animals,Animal
253754_classical_seed72.wav	classical	Bark,Dog,Domestic_animals_and_pets,Animal
253754_jazz_seed72.wav	jazz	Bark,Dog,Domestic_animals_and_pets,Animal
253754_pop_seed72.wav	pop	Bark,Dog,Domestic_animals_and_pets,Animal
254889_classical_seed72.wav	classical	Hammer,Tools
254889_jazz_seed72.wav	jazz	Hammer,Tools
254889_pop_seed72.wav	pop	Hammer,Tools
25591_classical_seed72.wav	classical	Sawing,Tools
25591_jazz_seed72.wav	jazz	Sawing,Tools
25591_pop_seed72.wav	pop	Sawing,Tools
257434_classical_seed72.wav	classical	Squeak,Bathtub_(filling_or_washing),Water_tap_and_faucet,Thump_and_thud,Domestic_sounds_and_home_sounds
257434_jazz_seed72.wav	jazz	Squeak,Bathtub_(filling_or_washing),Water_tap_and_faucet,Thump_and_thud,Domestic_sounds_and_home_sounds
257434_pop_seed72.wav	pop	Squeak,Bathtub_(filling_or_washing),Water_tap_and_faucet,Thump_and_thud,Domestic_sounds_and_home_sounds
257439_classical_seed72.wav	classical	Squeak,Cupboard_open_or_close,Human_voice,Domestic_sounds_and_home_sounds
257439_jazz_seed72.wav	jazz	Squeak,Cupboard_open_or_close,Human_voice,Domestic_sounds_and_home_sounds
257439_pop_seed72.wav	pop	Squeak,Cupboard_open_or_close,Human_voice,Domestic_sounds_and_home_sounds
257440_classical_seed72.wav	classical	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
257440_jazz_seed72.wav	jazz	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
257440_pop_seed72.wav	pop	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
257697_classical_seed72.wav	classical	Run
257697_jazz_seed72.wav	jazz	Run
257697_pop_seed72.wav	pop	Run
258148_classical_seed72.wav	classical	Printer,Mechanisms
258148_jazz_seed72.wav	jazz	Printer,Mechanisms
258148_pop_seed72.wav	pop	Printer,Mechanisms
258265_classical_seed72.wav	classical	Hammer,Thump_and_thud,Tools
258265_jazz_seed72.wav	jazz	Hammer,Thump_and_thud,Tools
258265_pop_seed72.wav	pop	Hammer,Thump_and_thud,Tools
259331_classical_seed72.wav	classical	Squeak,Slam,Wood,Door,Domestic_sounds_and_home_sounds
259331_jazz_seed72.wav	jazz	Squeak,Slam,Wood,Door,Domestic_sounds_and_home_sounds
259331_pop_seed72.wav	pop	Squeak,Slam,Wood,Door,Domestic_sounds_and_home_sounds
26189_classical_seed72.wav	classical	Raindrop,Wind,Rain,Water
26189_jazz_seed72.wav	jazz	Raindrop,Wind,Rain,Water
26189_pop_seed72.wav	pop	Raindrop,Wind,Rain,Water
262214_classical_seed72.wav	classical	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
262214_jazz_seed72.wav	jazz	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
262214_pop_seed72.wav	pop	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
262265_classical_seed72.wav	classical	Drill,Power_tool,Tools
262265_jazz_seed72.wav	jazz	Drill,Power_tool,Tools
262265_pop_seed72.wav	pop	Drill,Power_tool,Tools
262520_classical_seed72.wav	classical	Bark,Growling,Dog,Domestic_animals_and_pets,Animal,Wild_animals
262520_jazz_seed72.wav	jazz	Bark,Growling,Dog,Domestic_animals_and_pets,Animal,Wild_animals
262520_pop_seed72.wav	pop	Bark,Growling,Dog,Domestic_animals_and_pets,Animal,Wild_animals
263082_classical_seed72.wav	classical	Squeak,Walk_and_footsteps,Chatter,Human_group_actions
263082_jazz_seed72.wav	jazz	Squeak,Walk_and_footsteps,Chatter,Human_group_actions
263082_pop_seed72.wav	pop	Squeak,Walk_and_footsteps,Chatter,Human_group_actions
263083_classical_seed72.wav	classical	Run
263083_jazz_seed72.wav	jazz	Run
263083_pop_seed72.wav	pop	Run
264449_classical_seed72.wav	classical	Crow,Bird,Wild_animals,Animal
264449_jazz_seed72.wav	jazz	Crow,Bird,Wild_animals,Animal
264449_pop_seed72.wav	pop	Crow,Bird,Wild_animals,Animal
26481_classical_seed72.wav	classical	Engine_starting,Engine
26481_jazz_seed72.wav	jazz	Engine_starting,Engine
26481_pop_seed72.wav	pop	Engine_starting,Engine
264826_classical_seed72.wav	classical	Thunder,Rain,Water,Thunderstorm
264826_jazz_seed72.wav	jazz	Thunder,Rain,Water,Thunderstorm
264826_pop_seed72.wav	pop	Thunder,Rain,Water,Thunderstorm
264945_classical_seed72.wav	classical	Writing,Domestic_sounds_and_home_sounds
264945_jazz_seed72.wav	jazz	Writing,Domestic_sounds_and_home_sounds
264945_pop_seed72.wav	pop	Writing,Domestic_sounds_and_home_sounds
265109_classical_seed72.wav	classical	Hands
265109_jazz_seed72.wav	jazz	Hands
265109_pop_seed72.wav	pop	Hands
265305_classical_seed72.wav	classical	Sink_(filling_or_washing),Water_tap_and_faucet,Gurgling,Domestic_sounds_and_home_sounds,Water
265305_jazz_seed72.wav	jazz	Sink_(filling_or_washing),Water_tap_and_faucet,Gurgling,Domestic_sounds_and_home_sounds,Water
265305_pop_seed72.wav	pop	Sink_(filling_or_washing),Water_tap_and_faucet,Gurgling,Domestic_sounds_and_home_sounds,Water
266610_classical_seed72.wav	classical	Purr,Cat,Domestic_animals_and_pets,Animal
266610_jazz_seed72.wav	jazz	Purr,Cat,Domestic_animals_and_pets,Animal
266610_pop_seed72.wav	pop	Purr,Cat,Domestic_animals_and_pets,Animal
266753_classical_seed72.wav	classical	Camera,Mechanisms
