text,audio
"pop Whoosh_and_swoosh_and_swish",musicgen_outputs/180837_pop_seed72.wav
"classical Bird,Wild_animals,Animal",musicgen_outputs/181134_classical_seed72.wav
"jazz Bird,Wild_animals,Animal",musicgen_outputs/181134_jazz_seed72.wav
"pop Bird,Wild_animals,Animal",musicgen_outputs/181134_pop_seed72.wav
"classical Bark,Chatter,Chirp_and_tweet,Dog,Domestic_animals_and_pets,Animal,Human_group_actions,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/182501_classical_seed72.wav
"jazz Bark,Chatter,Chirp_and_tweet,Dog,Domestic_animals_and_pets,Animal,Human_group_actions,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/182501_jazz_seed72.wav
"pop Bark,Chatter,Chirp_and_tweet,Dog,Domestic_animals_and_pets,Animal,Human_group_actions,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/182501_pop_seed72.wav
"classical Chirp_and_tweet,Idling,Bird,Livestock_and_farm_animals_and_working_animals,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song,Engine",musicgen_outputs/182506_classical_seed72.wav
"jazz Chirp_and_tweet,Idling,Bird,Livestock_and_farm_animals_and_working_animals,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song,Engine",musicgen_outputs/182506_jazz_seed72.wav
"pop Chirp_and_tweet,Idling,Bird,Livestock_and_farm_animals_and_working_animals,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song,Engine",musicgen_outputs/182506_pop_seed72.wav
"classical Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Livestock_and_farm_animals_and_working_animals,Bird,Wild_animals,Animal",musicgen_outputs/182509_classical_seed72.wav
"jazz Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Livestock_and_farm_animals_and_working_animals,Bird,Wild_animals,Animal",musicgen_outputs/182509_jazz_seed72.wav
"pop Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Livestock_and_farm_animals_and_working_animals,Bird,Wild_animals,Animal",musicgen_outputs/182509_pop_seed72.wav
"classical Buzz,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Insect",musicgen_outputs/184197_classical_seed72.wav
"jazz Buzz,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Insect",musicgen_outputs/184197_jazz_seed72.wav
"pop Buzz,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Insect",musicgen_outputs/184197_pop_seed72.wav
"classical Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/184293_classical_seed72.wav
"jazz Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/184293_jazz_seed72.wav
"pop Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/184293_pop_seed72.wav
"classical Telephone,Alarm",musicgen_outputs/184441_classical_seed72.wav
"jazz Telephone,Alarm",musicgen_outputs/184441_jazz_seed72.wav
"pop Telephone,Alarm",musicgen_outputs/184441_pop_seed72.wav
"classical Tap,Printer,Mechanisms",musicgen_outputs/185055_classical_seed72.wav
"jazz Tap,Printer,Mechanisms",musicgen_outputs/185055_jazz_seed72.wav
"pop Tap,Printer,Mechanisms",musicgen_outputs/185055_pop_seed72.wav
"classical Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/185310_classical_seed72.wav
"jazz Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/185310_jazz_seed72.wav
"pop Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/185310_pop_seed72.wav
"classical Idling,Engine_starting,Accelerating_and_revving_and_vroom,Engine",musicgen_outputs/185578_classical_seed72.wav
"jazz Idling,Engine_starting,Accelerating_and_revving_and_vroom,Engine",musicgen_outputs/185578_jazz_seed72.wav
"pop Idling,Engine_starting,Accelerating_and_revving_and_vroom,Engine",musicgen_outputs/185578_pop_seed72.wav
"classical Ringtone,Chatter,Telephone,Alarm,Human_group_actions",musicgen_outputs/185631_classical_seed72.wav
"jazz Ringtone,Chatter,Telephone,Alarm,Human_group_actions",musicgen_outputs/185631_jazz_seed72.wav
"pop Ringtone,Chatter,Telephone,Alarm,Human_group_actions",musicgen_outputs/185631_pop_seed72.wav
"classical Domestic_sounds_and_home_sounds",musicgen_outputs/185990_classical_seed72.wav
"jazz Domestic_sounds_and_home_sounds",musicgen_outputs/185990_jazz_seed72.wav
"pop Domestic_sounds_and_home_sounds",musicgen_outputs/185990_pop_seed72.wav
"classical Cutlery_and_silverware,Domestic_sounds_and_home_sounds",musicgen_outputs/186347_classical_seed72.wav
"jazz Cutlery_and_silverware,Domestic_sounds_and_home_sounds",musicgen_outputs/186347_jazz_seed72.wav
"pop Cutlery_and_silverware,Domestic_sounds_and_home_sounds",musicgen_outputs/186347_pop_seed72.wav
"classical Run",musicgen_outputs/186434_classical_seed72.wav
"jazz Run",musicgen_outputs/186434_jazz_seed72.wav
"pop Run",musicgen_outputs/186434_pop_seed72.wav
"classical Screech,Sliding_door,Alarm,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/186474_classical_seed72.wav
"jazz Screech,Sliding_door,Alarm,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/186474_jazz_seed72.wav
"pop Screech,Sliding_door,Alarm,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/186474_pop_seed72.wav
"classical Splash_and_splatter,Liquid",musicgen_outputs/186757_classical_seed72.wav
"jazz Splash_and_splatter,Liquid",musicgen_outputs/186757_jazz_seed72.wav
"pop Splash_and_splatter,Liquid",musicgen_outputs/186757_pop_seed72.wav
"classical Shatter,Glass",musicgen_outputs/186767_classical_seed72.wav
"jazz Shatter,Glass",musicgen_outputs/186767_jazz_seed72.wav
"pop Shatter,Glass",musicgen_outputs/186767_pop_seed72.wav
"classical Packing_tape_and_duct_tape,Tearing,Domestic_sounds_and_home_sounds",musicgen_outputs/187338_classical_seed72.wav
"jazz Packing_tape_and_duct_tape,Tearing,Domestic_sounds_and_home_sounds",musicgen_outputs/187338_jazz_seed72.wav
"pop Packing_tape_and_duct_tape,Tearing,Domestic_sounds_and_home_sounds",musicgen_outputs/187338_pop_seed72.wav
"classical Crackle,Wind,Fire",musicgen_outputs/188038_classical_seed72.wav
"jazz Crackle,Wind,Fire",musicgen_outputs/188038_jazz_seed72.wav
"pop Crackle,Wind,Fire",musicgen_outputs/188038_pop_seed72.wav
"classical Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/188042_classical_seed72.wav
"jazz Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/188042_jazz_seed72.wav
"pop Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/188042_pop_seed72.wav
"classical Camera,Mechanisms",musicgen_outputs/188627_classical_seed72.wav
"jazz Camera,Mechanisms",musicgen_outputs/188627_jazz_seed72.wav
"pop Camera,Mechanisms",musicgen_outputs/188627_pop_seed72.wav
"classical Cricket,Frog,Insect,Wild_animals,Animal",musicgen_outputs/188768_classical_seed72.wav
"jazz Cricket,Frog,Insect,Wild_animals,Animal",musicgen_outputs/188768_jazz_seed72.wav
"pop Cricket,Frog,Insect,Wild_animals,Animal",musicgen_outputs/188768_pop_seed72.wav
"classical Tearing",musicgen_outputs/190036_classical_seed72.wav
"jazz Tearing",musicgen_outputs/190036_jazz_seed72.wav
"pop Tearing",musicgen_outputs/190036_pop_seed72.wav
"classical Domestic_sounds_and_home_sounds",musicgen_outputs/190923_classical_seed72.wav
"jazz Domestic_sounds_and_home_sounds",musicgen_outputs/190923_jazz_seed72.wav
"pop Domestic_sounds_and_home_sounds",musicgen_outputs/190923_pop_seed72.wav
"classical Squeak,Cupboard_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/191144_classical_seed72.wav
"jazz Squeak,Cupboard_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/191144_jazz_seed72.wav
"pop Squeak,Cupboard_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/191144_pop_seed72.wav
"classical Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/191851_classical_seed72.wav
"jazz Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/191851_jazz_seed72.wav
"pop Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/191851_pop_seed72.wav
"classical Sink_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/192532_classical_seed72.wav
"jazz Sink_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/192532_jazz_seed72.wav
"pop Sink_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/192532_pop_seed72.wav
"classical Boiling,Hiss,Liquid",musicgen_outputs/1942_classical_seed72.wav
"jazz Boiling,Hiss,Liquid",musicgen_outputs/1942_jazz_seed72.wav
"pop Boiling,Hiss,Liquid",musicgen_outputs/1942_pop_seed72.wav
"classical Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/194365_classical_seed72.wav
"jazz Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/194365_jazz_seed72.wav
"pop Knock,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/194365_pop_seed72.wav
"classical Gull_and_seagull,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/194940_classical_seed72.wav
"jazz Gull_and_seagull,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/194940_jazz_seed72.wav
"pop Gull_and_seagull,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/194940_pop_seed72.wav
"classical Walk_and_footsteps,Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song",musicgen_outputs/194944_classical_seed72.wav
"jazz Walk_and_footsteps,Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song",musicgen_outputs/194944_jazz_seed72.wav
"pop Walk_and_footsteps,Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song",musicgen_outputs/194944_pop_seed72.wav
"classical Walk_and_footsteps",musicgen_outputs/194978_classical_seed72.wav
"jazz Walk_and_footsteps",musicgen_outputs/194978_jazz_seed72.wav
"pop Walk_and_footsteps",musicgen_outputs/194978_pop_seed72.wav
"classical Walk_and_footsteps,Splash_and_splatter,Liquid",musicgen_outputs/194993_classical_seed72.wav
"jazz Walk_and_footsteps,Splash_and_splatter,Liquid",musicgen_outputs/194993_jazz_seed72.wav
"pop Walk_and_footsteps,Splash_and_splatter,Liquid",musicgen_outputs/194993_pop_seed72.wav
"classical Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/195576_classical_seed72.wav
"jazz Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/195576_jazz_seed72.wav
"pop Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/195576_pop_seed72.wav
"classical Cutlery_and_silverware,Whoosh_and_swoosh_and_swish,Wood,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/196563_classical_seed72.wav
"jazz Cutlery_and_silverware,Whoosh_and_swoosh_and_swish,Wood,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/196563_jazz_seed72.wav
"pop Cutlery_and_silverware,Whoosh_and_swoosh_and_swish,Wood,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/196563_pop_seed72.wav
"classical Rain,Water",musicgen_outputs/196669_classical_seed72.wav
"jazz Rain,Water",musicgen_outputs/196669_jazz_seed72.wav
"pop Rain,Water",musicgen_outputs/196669_pop_seed72.wav
"classical Sigh,Human_voice",musicgen_outputs/19695_classical_seed72.wav
"jazz Sigh,Human_voice",musicgen_outputs/19695_jazz_seed72.wav
"pop Sigh,Human_voice",musicgen_outputs/19695_pop_seed72.wav
"classical Microwave_oven,Domestic_sounds_and_home_sounds",musicgen_outputs/197130_classical_seed72.wav
"jazz Microwave_oven,Domestic_sounds_and_home_sounds",musicgen_outputs/197130_jazz_seed72.wav
"pop Microwave_oven,Domestic_sounds_and_home_sounds",musicgen_outputs/197130_pop_seed72.wav
"classical Shatter,Chink_and_clink,Thump_and_thud,Glass",musicgen_outputs/197261_classical_seed72.wav
"jazz Shatter,Chink_and_clink,Thump_and_thud,Glass",musicgen_outputs/197261_jazz_seed72.wav
"pop Shatter,Chink_and_clink,Thump_and_thud,Glass",musicgen_outputs/197261_pop_seed72.wav
"classical Waves_and_surf,Ocean,Water",musicgen_outputs/197326_classical_seed72.wav
"jazz Waves_and_surf,Ocean,Water",musicgen_outputs/197326_jazz_seed72.wav
"pop Waves_and_surf,Ocean,Water",musicgen_outputs/197326_pop_seed72.wav
"classical Ratchet_and_pawl,Door,Domestic_sounds_and_home_sounds,Mechanisms",musicgen_outputs/197436_classical_seed72.wav
"jazz Ratchet_and_pawl,Door,Domestic_sounds_and_home_sounds,Mechanisms",musicgen_outputs/197436_jazz_seed72.wav
"pop Ratchet_and_pawl,Door,Domestic_sounds_and_home_sounds,Mechanisms",musicgen_outputs/197436_pop_seed72.wav
"classical Scissors,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/197957_classical_seed72.wav
"jazz Scissors,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/197957_jazz_seed72.wav
"pop Scissors,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/197957_pop_seed72.wav
"classical Glass",musicgen_outputs/198403_classical_seed72.wav
"jazz Glass",musicgen_outputs/198403_jazz_seed72.wav
"pop Glass",musicgen_outputs/198403_pop_seed72.wav
"classical Thunder,Wind,Thunderstorm",musicgen_outputs/198858_classical_seed72.wav
"jazz Thunder,Wind,Thunderstorm",musicgen_outputs/198858_jazz_seed72.wav
"pop Thunder,Wind,Thunderstorm",musicgen_outputs/198858_pop_seed72.wav
"classical Walk_and_footsteps,Chirp_and_tweet,Cricket,Dog,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Insect",musicgen_outputs/199878_classical_seed72.wav
"jazz Walk_and_footsteps,Chirp_and_tweet,Cricket,Dog,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Insect",musicgen_outputs/199878_jazz_seed72.wav
"pop Walk_and_footsteps,Chirp_and_tweet,Cricket,Dog,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Insect",musicgen_outputs/199878_pop_seed72.wav
"classical Crumpling_and_crinkling",musicgen_outputs/199925_classical_seed72.wav
"jazz Crumpling_and_crinkling",musicgen_outputs/199925_jazz_seed72.wav
"pop Crumpling_and_crinkling",musicgen_outputs/199925_pop_seed72.wav
"classical Shatter,Rattle,Glass",musicgen_outputs/20133_classical_seed72.wav
"jazz Shatter,Rattle,Glass",musicgen_outputs/20133_jazz_seed72.wav
"pop Shatter,Rattle,Glass",musicgen_outputs/20133_pop_seed72.wav
"classical Printer,Mechanisms",musicgen_outputs/202531_classical_seed72.wav
"jazz Printer,Mechanisms",musicgen_outputs/202531_jazz_seed72.wav
"pop Printer,Mechanisms",musicgen_outputs/202531_pop_seed72.wav
"classical Telephone,Alarm",musicgen_outputs/204186_classical_seed72.wav
"jazz Telephone,Alarm",musicgen_outputs/204186_jazz_seed72.wav
"pop Telephone,Alarm",musicgen_outputs/204186_pop_seed72.wav
"classical Wood,Tools",musicgen_outputs/204948_classical_seed72.wav
"jazz Wood,Tools",musicgen_outputs/204948_jazz_seed72.wav
"pop Wood,Tools",musicgen_outputs/204948_pop_seed72.wav
"classical Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/205016_classical_seed72.wav
"jazz Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/205016_jazz_seed72.wav
"pop Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/205016_pop_seed72.wav
"classical Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/205040_classical_seed72.wav
"jazz Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/205040_jazz_seed72.wav
"pop Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/205040_pop_seed72.wav
"classical Trickle_and_dribble,Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/205087_classical_seed72.wav
"jazz Trickle_and_dribble,Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/205087_jazz_seed72.wav
"pop Trickle_and_dribble,Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/205087_pop_seed72.wav
"classical Drawer_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/206143_classical_seed72.wav
"jazz Drawer_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/206143_jazz_seed72.wav
"pop Drawer_open_or_close,Domestic_sounds_and_home_sounds",musicgen_outputs/206143_pop_seed72.wav
"classical Tap,Chink_and_clink,Glass",musicgen_outputs/206153_classical_seed72.wav
"jazz Tap,Chink_and_clink,Glass",musicgen_outputs/206153_jazz_seed72.wav
"pop Tap,Chink_and_clink,Glass",musicgen_outputs/206153_pop_seed72.wav
"classical Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/209538_classical_seed72.wav
"jazz Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/209538_jazz_seed72.wav
"pop Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/209538_pop_seed72.wav
"classical Tick-tock,Clock,Mechanisms",musicgen_outputs/210571_classical_seed72.wav
"jazz Tick-tock,Clock,Mechanisms",musicgen_outputs/210571_jazz_seed72.wav
"pop Tick-tock,Clock,Mechanisms",musicgen_outputs/210571_pop_seed72.wav
"classical Tick,Crackle,Fire",musicgen_outputs/21109_classical_seed72.wav
"jazz Tick,Crackle,Fire",musicgen_outputs/21109_jazz_seed72.wav
"pop Tick,Crackle,Fire",musicgen_outputs/21109_pop_seed72.wav
"classical Coin_(dropping),Wood,Domestic_sounds_and_home_sounds",musicgen_outputs/213979_classical_seed72.wav
"jazz Coin_(dropping),Wood,Domestic_sounds_and_home_sounds",musicgen_outputs/213979_jazz_seed72.wav
"pop Coin_(dropping),Wood,Domestic_sounds_and_home_sounds",musicgen_outputs/213979_pop_seed72.wav
"classical Coin_(dropping),Wood,Domestic_sounds_and_home_sounds",musicgen_outputs/213984_classical_seed72.wav
"jazz Coin_(dropping),Wood,Domestic_sounds_and_home_sounds",musicgen_outputs/213984_jazz_seed72.wav
"pop Coin_(dropping),Wood,Domestic_sounds_and_home_sounds",musicgen_outputs/213984_pop_seed72.wav
"classical Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/213986_classical_seed72.wav
"jazz Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/213986_jazz_seed72.wav
"pop Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/213986_pop_seed72.wav
"classical Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/214343_classical_seed72.wav
"jazz Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/214343_jazz_seed72.wav
"pop Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/214343_pop_seed72.wav
"classical Drip,Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Pour,Domestic_sounds_and_home_sounds",musicgen_outputs/214344_classical_seed72.wav
"jazz Drip,Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Pour,Domestic_sounds_and_home_sounds",musicgen_outputs/214344_jazz_seed72.wav
"pop Drip,Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Liquid,Pour,Domestic_sounds_and_home_sounds",musicgen_outputs/214344_pop_seed72.wav
"classical Whoosh_and_swoosh_and_swish,Thump_and_thud",musicgen_outputs/215160_classical_seed72.wav
"jazz Whoosh_and_swoosh_and_swish,Thump_and_thud",musicgen_outputs/215160_jazz_seed72.wav
"pop Whoosh_and_swoosh_and_swish,Thump_and_thud",musicgen_outputs/215160_pop_seed72.wav
"classical Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/215765_classical_seed72.wav
"jazz Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/215765_jazz_seed72.wav
"pop Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/215765_pop_seed72.wav
"classical Sawing,Tools",musicgen_outputs/218414_classical_seed72.wav
"jazz Sawing,Tools",musicgen_outputs/218414_jazz_seed72.wav
"pop Sawing,Tools",musicgen_outputs/218414_pop_seed72.wav
"classical Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/218838_classical_seed72.wav
"jazz Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/218838_jazz_seed72.wav
"pop Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/218838_pop_seed72.wav
"classical Whoosh_and_swoosh_and_swish",musicgen_outputs/219005_classical_seed72.wav
"jazz Whoosh_and_swoosh_and_swish",musicgen_outputs/219005_jazz_seed72.wav
"pop Whoosh_and_swoosh_and_swish",musicgen_outputs/219005_pop_seed72.wav
"classical Screech",musicgen_outputs/220109_classical_seed72.wav
"jazz Screech",musicgen_outputs/220109_jazz_seed72.wav
"pop Screech",musicgen_outputs/220109_pop_seed72.wav
"classical Stream,Chirp_and_tweet,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/223276_classical_seed72.wav
"jazz Stream,Chirp_and_tweet,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/223276_jazz_seed72.wav
"pop Stream,Chirp_and_tweet,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/223276_pop_seed72.wav
"classical Whoosh_and_swoosh_and_swish",musicgen_outputs/223631_classical_seed72.wav
"jazz Whoosh_and_swoosh_and_swish",musicgen_outputs/223631_jazz_seed72.wav
"pop Whoosh_and_swoosh_and_swish",musicgen_outputs/223631_pop_seed72.wav
"classical Splash_and_splatter,Liquid",musicgen_outputs/223807_classical_seed72.wav
"jazz Splash_and_splatter,Liquid",musicgen_outputs/223807_jazz_seed72.wav
"pop Splash_and_splatter,Liquid",musicgen_outputs/223807_pop_seed72.wav
"classical Water,Splash_and_splatter,Liquid",musicgen_outputs/223968_classical_seed72.wav
"jazz Water,Splash_and_splatter,Liquid",musicgen_outputs/223968_jazz_seed72.wav
"pop Water,Splash_and_splatter,Liquid",musicgen_outputs/223968_pop_seed72.wav
"classical Walk_and_footsteps,Tick,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/231936_classical_seed72.wav
"jazz Walk_and_footsteps,Tick,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/231936_jazz_seed72.wav
"pop Walk_and_footsteps,Tick,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/231936_pop_seed72.wav
"classical Squeak",musicgen_outputs/232017_classical_seed72.wav
"jazz Squeak",musicgen_outputs/232017_jazz_seed72.wav
"pop Squeak",musicgen_outputs/232017_pop_seed72.wav
"classical Mechanisms",musicgen_outputs/232986_classical_seed72.wav
"jazz Mechanisms",musicgen_outputs/232986_jazz_seed72.wav
"pop Mechanisms",musicgen_outputs/232986_pop_seed72.wav
"classical Rattle,Walk_and_footsteps",musicgen_outputs/233065_classical_seed72.wav
"jazz Rattle,Walk_and_footsteps",musicgen_outputs/233065_jazz_seed72.wav
"pop Rattle,Walk_and_footsteps",musicgen_outputs/233065_pop_seed72.wav
"classical Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/233204_classical_seed72.wav
"jazz Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/233204_jazz_seed72.wav
"pop Coin_(dropping),Domestic_sounds_and_home_sounds",musicgen_outputs/233204_pop_seed72.wav
"classical Crack",musicgen_outputs/234235_classical_seed72.wav
"jazz Crack",musicgen_outputs/234235_jazz_seed72.wav
"pop Crack",musicgen_outputs/234235_pop_seed72.wav
"classical Writing,Domestic_sounds_and_home_sounds",musicgen_outputs/234363_classical_seed72.wav
"jazz Writing,Domestic_sounds_and_home_sounds",musicgen_outputs/234363_jazz_seed72.wav
"pop Writing,Domestic_sounds_and_home_sounds",musicgen_outputs/234363_pop_seed72.wav
"classical Thunder,Thunderstorm",musicgen_outputs/234736_classical_seed72.wav
"jazz Thunder,Thunderstorm",musicgen_outputs/234736_jazz_seed72.wav
"pop Thunder,Thunderstorm",musicgen_outputs/234736_pop_seed72.wav
"classical Walk_and_footsteps",musicgen_outputs/234860_classical_seed72.wav
"jazz Walk_and_footsteps",musicgen_outputs/234860_jazz_seed72.wav
"pop Walk_and_footsteps",musicgen_outputs/234860_pop_seed72.wav
"classical Mechanical_fan,Mechanisms",musicgen_outputs/235362_classical_seed72.wav
"jazz Mechanical_fan,Mechanisms",musicgen_outputs/235362_jazz_seed72.wav
"pop Mechanical_fan,Mechanisms",musicgen_outputs/235362_pop_seed72.wav
"classical Walk_and_footsteps",musicgen_outputs/235514_classical_seed72.wav
"jazz Walk_and_footsteps",musicgen_outputs/235514_jazz_seed72.wav
"pop Walk_and_footsteps",musicgen_outputs/235514_pop_seed72.wav
"classical Engine,Domestic_sounds_and_home_sounds",musicgen_outputs/235559_classical_seed72.wav
"jazz Engine,Domestic_sounds_and_home_sounds",musicgen_outputs/235559_jazz_seed72.wav
"pop Engine,Domestic_sounds_and_home_sounds",musicgen_outputs/235559_pop_seed72.wav
"classical Tap,Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/235564_classical_seed72.wav
"jazz Tap,Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/235564_jazz_seed72.wav
"pop Tap,Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/235564_pop_seed72.wav
"classical Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/235594_classical_seed72.wav
"jazz Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/235594_jazz_seed72.wav
"pop Keys_jangling,Domestic_sounds_and_home_sounds",musicgen_outputs/235594_pop_seed72.wav
"classical Chink_and_clink,Glass",musicgen_outputs/235602_classical_seed72.wav
"jazz Chink_and_clink,Glass",musicgen_outputs/235602_jazz_seed72.wav
"pop Chink_and_clink,Glass",musicgen_outputs/235602_pop_seed72.wav
"classical Wood",musicgen_outputs/23700_classical_seed72.wav
"jazz Wood",musicgen_outputs/23700_jazz_seed72.wav
"pop Wood",musicgen_outputs/23700_pop_seed72.wav
"classical Thunder,Rain,Water,Thunderstorm",musicgen_outputs/238937_classical_seed72.wav
"jazz Thunder,Rain,Water,Thunderstorm",musicgen_outputs/238937_jazz_seed72.wav
